dong_code,dong,category,total_amount,avg_monthly_amount,total_count,total_customer,avg_living_pop,avg_work_pop,avg_time_pop,avg_inflow_pop,avg_total_demand_pop,external_ratio,store_count,amount_growth_24_vs_23,group,store_count_adj,sales_shortage,pop_shortage,amount_score,pop_score,growth_score,external_score,sales_shortage_score,location_score,grade,reason,rank
4719051000,송정동,패스트푸드,2186564000,182213666.66666666,174118,147806,13646748.815,1640398.53,0.0,791343.62,7256766.5045,0.6422994590472145,32.0,0,음식점,32.0,68330125.0,226773.953265625,0.018993927229200444,0.4630275874703566,0,0.1938733535995178,0.005288654665533423,0.1676,낮음,특징 약함,7
4719053500,원평동,패스트푸드,895155000,74596250.0,96180,82220,9524557.565,1306319.32875,0.0,1303809.5474999999,5107623.75,0.6985904167264946,23.0,0,음식점,23.0,38919782.60869565,222070.59782608695,0.007756887922521458,0.31720414503719174,0,0.33304419942317226,0.0027358756501825246,0.1324,낮음,특징 약함,8
4719058200,형곡1동,패스트푸드,1492798000,124399833.33333333,158634,137292,9368173.46625,789045.41125,0.0,652340.11875,5059920.336125,0.6235633843738485,23.0,0,음식점,23.0,64904260.86956522,219996.5363532609,0.012957206243333493,0.31396737725501395,0,0.147551253795071,0.004991294167472612,0.1155,낮음,특징 약함,9
4719025600,산동읍,패스트푸드,1275642000,106303500.0,109703,92107,8587962.97,1397434.31375,0.0,1150206.1212499999,4558913.38325,0.6669086485096706,27.0,0,음식점,27.0,47246000.0,168848.64382407407,0.011067649559369558,0.27997309818806565,0,0.25471583796508807,0.0034585803623879774,0.115,낮음,특징 약함,10
4719056500,선주원남동,한식,114928011000,9577334250.0,3130793,2745758,24768758.39875,1588396.90875,0.0,1382801.46125,13443417.88375,0.6722220994286561,107.0,0,음식점,107.0,1074093560.7476635,125639.41947429905,1.0,0.8828037048860702,0,0.267852538584944,0.09258759729678202,0.7555,매우 추천,소비 규모 높음 + 수요인구 높음,1
4719067000,인동동,한식,60486660000,5040555000.0,1816700,1569393,28046775.34625,2057981.70375,0.0,1040444.9625,15118174.5975,0.6933545280251434,285.0,0,음식점,285.0,212233894.7368421,53046.22665789474,0.5262851651988586,0.9964391480066913,0,0.32009925960961894,0.01777931250033349,0.5704,추천,수요인구 높음,2
4719069000,양포동,한식,57283235000,4773602916.666667,1849850,1549281,28476847.085,2992029.115,0.0,1067942.81625,15170654.3575,0.6824786875501488,120.0,0,음식점,120.0,477360291.6666667,126422.11964583333,0.49841094979460004,1.0,0,0.29321039538790994,0.04079193484566731,0.5597,추천,수요인구 높음,3
4719068000,진미동,한식,48701559000,4058463250.0,1372102,1133513,20372115.392500002,5463045.98875,0.0,1197742.97125,10231828.56325,0.7099001553360148,18.0,0,음식점,18.0,2705642166.6666665,568434.9201805555,0.42373853344224094,0.66489123284749,0,0.3610058109007957,0.23420386916128397,0.4614,검토 가능,수요인구 높음,4
4719064500,상모사곡동,한식,46505698000,3875474833.3333335,1221803,1097051,17120003.1825,1163679.91125,0.0,674895.17625,9250755.285875,0.673552946741713,111.0,0,음식점,111.0,418970252.2522523,83340.13771058558,0.404631514388631,0.5983235363617841,0,0.2711428564948921,0.035723756266192494,0.3941,검토 가능,특징 약함,5
4719051000,송정동,한식,40259065000,3354922083.3333335,947673,831843,13646748.815,1640398.53,0.0,791343.62,7256766.5045,0.6634902293173149,97.0,0,음식점,97.0,415041907.21649486,74812.02581958762,0.3502771924384215,0.4630275874703566,0,0.24626431555378853,0.03538278108681803,0.3265,낮음,특징 약함,6
4719025600,산동읍,한식,50456225000,4204685416.6666665,1430876,1171368,8587962.97,1397434.31375,0.0,1150206.1212499999,4558913.38325,0.6872164397941201,121.0,0,음식점,121.0,416993595.0413223,37676.97010950413,0.43900654753544704,0.27997309818806565,0,0.30492376844603236,0.03555218502157835,0.3174,낮음,특징 약함,7
